1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"477284,5",476824,478111,"479158,5","481974,25","485550,75","490798,5","501894,5","506231,75",509451,513743,"519611,25","514218,75","521076,25","527363,25","533264,25","538849,75","544759,25","548492,25","552612,75","555379,25","555774,75","554968,25",
