2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"42,5","42,7","42,9","43,1","43,2","43,1","43,1","43,1","43,1","43,1","43,1","43,0","43,0","43,0","43,0","42,9","42,9","42,9","42,9","43,1","43,2"
