2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"12333,625","12476,875","12532,25","12798,375","13057,25","13097,125","13020,125","12977,75","12959,5","12978,125",13087,"13119,25","13138,125","13201,375","13177,75","13220,875","13313,75","14349,5714285714","13353,375"
