"Jahr";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet)";"Anzahl Einwohner"
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"38 Jahre";464
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"39 Jahre";494
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"40 Jahre";442
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"41 Jahre";401
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"42 Jahre";363
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"43 Jahre";393
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"44 Jahre";459
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 Jahre";431
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"46 Jahre";440
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"47 Jahre";440
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"48 Jahre";432
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"49 Jahre";415
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"50 Jahre";359
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"51 Jahre";297
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"52 Jahre";322
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"53 Jahre";276
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"54 Jahre";323
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"55 Jahre";452
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"56 Jahre";448
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"57 Jahre";426
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"58 Jahre";491
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"59 Jahre";501
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 Jahre";463
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"61 Jahre";442
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"62 Jahre";439
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"63 Jahre";381
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"64 Jahre";406
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 Jahre";361
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"66 Jahre";265
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"67 Jahre";248
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"68 Jahre";298
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"69 Jahre";281
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"70 Jahre";291
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"71 Jahre";284
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"72 Jahre";265
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"73 Jahre";224
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"74 Jahre";225
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 Jahre";170
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"76 Jahre";204
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"77 Jahre";206
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"78 Jahre";228
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"79 Jahre";267
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"80 Jahre";154
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"81 Jahre";87
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"82 Jahre";77
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"83 Jahre";80
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"84 Jahre";84
"1999";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";713
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"0 Jahre";366
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"1 Jahre";346
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"2 Jahre";339
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"3 Jahre";264
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"4 Jahre";249
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"5 Jahre";212
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"6 Jahre";195
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"7 Jahre";200
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"8 Jahre";220
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"9 Jahre";379
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 Jahre";387
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"11 Jahre";418
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"12 Jahre";447
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"13 Jahre";371
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"14 Jahre";417
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 Jahre";375
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"16 Jahre";388
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"17 Jahre";432
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 Jahre";346
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"19 Jahre";397
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"20 Jahre";366
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"21 Jahre";408
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"22 Jahre";435
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"23 Jahre";468
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"24 Jahre";422
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 Jahre";483
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"26 Jahre";518
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"27 Jahre";606
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"28 Jahre";693
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"29 Jahre";686
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 Jahre";720
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"31 Jahre";708
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"32 Jahre";715
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"33 Jahre";775
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"34 Jahre";706
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"35 Jahre";721
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"36 Jahre";681
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"37 Jahre";642
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"38 Jahre";631
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"39 Jahre";541
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"40 Jahre";502
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"41 Jahre";431
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"42 Jahre";387
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"43 Jahre";394
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"44 Jahre";440
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 Jahre";451
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"46 Jahre";419
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"47 Jahre";399
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"48 Jahre";407
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"49 Jahre";355
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"50 Jahre";359
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"51 Jahre";276
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"52 Jahre";291
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"53 Jahre";233
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"54 Jahre";254
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"55 Jahre";419
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"56 Jahre";491
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"57 Jahre";441
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"58 Jahre";586
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"59 Jahre";628
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 Jahre";687
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"61 Jahre";641
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"62 Jahre";599
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"63 Jahre";596
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"64 Jahre";590
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 Jahre";575
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"66 Jahre";390
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"67 Jahre";349
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"68 Jahre";392
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"69 Jahre";384
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"70 Jahre";402
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"71 Jahre";351
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"72 Jahre";318
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"73 Jahre";314
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"74 Jahre";268
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 Jahre";228
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"76 Jahre";219
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"77 Jahre";275
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"78 Jahre";239
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"79 Jahre";250
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"80 Jahre";168
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"81 Jahre";103
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"82 Jahre";72
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"83 Jahre";96
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"84 Jahre";105
"1999";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";725
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"0 Jahre";242
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"1 Jahre";259
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"2 Jahre";223
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"3 Jahre";169
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"4 Jahre";181
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"5 Jahre";158
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"6 Jahre";155
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"7 Jahre";164
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"8 Jahre";236
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"9 Jahre";343
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 Jahre";380
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"11 Jahre";383
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"12 Jahre";355
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"13 Jahre";349
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"14 Jahre";352
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 Jahre";381
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"16 Jahre";374
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"17 Jahre";384
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 Jahre";448
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"19 Jahre";433
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"20 Jahre";458
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"21 Jahre";504
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"22 Jahre";457
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"23 Jahre";412
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"24 Jahre";410
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 Jahre";420
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"26 Jahre";417
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"27 Jahre";425
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"28 Jahre";484
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"29 Jahre";531
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 Jahre";514
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"31 Jahre";520
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"32 Jahre";488
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"33 Jahre";515
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"34 Jahre";511
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"35 Jahre";493
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"36 Jahre";549
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"37 Jahre";496
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"38 Jahre";447
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"39 Jahre";455
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"40 Jahre";461
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"41 Jahre";360
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"42 Jahre";379
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"43 Jahre";410
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"44 Jahre";381
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 Jahre";406
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"46 Jahre";467
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"47 Jahre";465
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"48 Jahre";536
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"49 Jahre";552
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"50 Jahre";518
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"51 Jahre";440
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"52 Jahre";454
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"53 Jahre";358
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"54 Jahre";469
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"55 Jahre";671
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"56 Jahre";736
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"57 Jahre";679
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"58 Jahre";784
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"59 Jahre";911
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 Jahre";865
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"61 Jahre";723
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"62 Jahre";637
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"63 Jahre";642
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"64 Jahre";615
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 Jahre";585
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"66 Jahre";362
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"67 Jahre";395
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"68 Jahre";429
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"69 Jahre";382
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"70 Jahre";407
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"71 Jahre";381
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"72 Jahre";323
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"73 Jahre";326
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"74 Jahre";325
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 Jahre";284
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"76 Jahre";246
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"77 Jahre";245
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"78 Jahre";297
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"79 Jahre";308
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"80 Jahre";182
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"81 Jahre";104
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"82 Jahre";92
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"83 Jahre";114
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"84 Jahre";138
"1999";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";788
"1999";"StB 6 Leuben";"10 StB Leuben";"0 Jahre";255
"1999";"StB 6 Leuben";"10 StB Leuben";"1 Jahre";296
"1999";"StB 6 Leuben";"10 StB Leuben";"2 Jahre";265
"1999";"StB 6 Leuben";"10 StB Leuben";"3 Jahre";242
"1999";"StB 6 Leuben";"10 StB Leuben";"4 Jahre";178
"1999";"StB 6 Leuben";"10 StB Leuben";"5 Jahre";175
"1999";"StB 6 Leuben";"10 StB Leuben";"6 Jahre";188
"1999";"StB 6 Leuben";"10 StB Leuben";"7 Jahre";184
"1999";"StB 6 Leuben";"10 StB Leuben";"8 Jahre";230
"1999";"StB 6 Leuben";"10 StB Leuben";"9 Jahre";346
"1999";"StB 6 Leuben";"10 StB Leuben";"10 Jahre";383
"1999";"StB 6 Leuben";"10 StB Leuben";"11 Jahre";406
"1999";"StB 6 Leuben";"10 StB Leuben";"12 Jahre";409
"1999";"StB 6 Leuben";"10 StB Leuben";"13 Jahre";404
"1999";"StB 6 Leuben";"10 StB Leuben";"14 Jahre";396
"1999";"StB 6 Leuben";"10 StB Leuben";"15 Jahre";382
"1999";"StB 6 Leuben";"10 StB Leuben";"16 Jahre";377
"1999";"StB 6 Leuben";"10 StB Leuben";"17 Jahre";427
"1999";"StB 6 Leuben";"10 StB Leuben";"18 Jahre";423
"1999";"StB 6 Leuben";"10 StB Leuben";"19 Jahre";446
"1999";"StB 6 Leuben";"10 StB Leuben";"20 Jahre";430
"1999";"StB 6 Leuben";"10 StB Leuben";"21 Jahre";447
"1999";"StB 6 Leuben";"10 StB Leuben";"22 Jahre";409
"1999";"StB 6 Leuben";"10 StB Leuben";"23 Jahre";396
"1999";"StB 6 Leuben";"10 StB Leuben";"24 Jahre";395
"1999";"StB 6 Leuben";"10 StB Leuben";"25 Jahre";384
"1999";"StB 6 Leuben";"10 StB Leuben";"26 Jahre";412
"1999";"StB 6 Leuben";"10 StB Leuben";"27 Jahre";456
"1999";"StB 6 Leuben";"10 StB Leuben";"28 Jahre";508
"1999";"StB 6 Leuben";"10 StB Leuben";"29 Jahre";543
"1999";"StB 6 Leuben";"10 StB Leuben";"30 Jahre";566
"1999";"StB 6 Leuben";"10 StB Leuben";"31 Jahre";584
"1999";"StB 6 Leuben";"10 StB Leuben";"32 Jahre";561
"1999";"StB 6 Leuben";"10 StB Leuben";"33 Jahre";612
"1999";"StB 6 Leuben";"10 StB Leuben";"34 Jahre";560
"1999";"StB 6 Leuben";"10 StB Leuben";"35 Jahre";622
"1999";"StB 6 Leuben";"10 StB Leuben";"36 Jahre";589
"1999";"StB 6 Leuben";"10 StB Leuben";"37 Jahre";606
"1999";"StB 6 Leuben";"10 StB Leuben";"38 Jahre";538
"1999";"StB 6 Leuben";"10 StB Leuben";"39 Jahre";521
"1999";"StB 6 Leuben";"10 StB Leuben";"40 Jahre";503
"1999";"StB 6 Leuben";"10 StB Leuben";"41 Jahre";408
"1999";"StB 6 Leuben";"10 StB Leuben";"42 Jahre";379
"1999";"StB 6 Leuben";"10 StB Leuben";"43 Jahre";427
"1999";"StB 6 Leuben";"10 StB Leuben";"44 Jahre";467
"1999";"StB 6 Leuben";"10 StB Leuben";"45 Jahre";492
"1999";"StB 6 Leuben";"10 StB Leuben";"46 Jahre";485
"1999";"StB 6 Leuben";"10 StB Leuben";"47 Jahre";537
"1999";"StB 6 Leuben";"10 StB Leuben";"48 Jahre";521
"1999";"StB 6 Leuben";"10 StB Leuben";"49 Jahre";605
"1999";"StB 6 Leuben";"10 StB Leuben";"50 Jahre";495
"1999";"StB 6 Leuben";"10 StB Leuben";"51 Jahre";446
"1999";"StB 6 Leuben";"10 StB Leuben";"52 Jahre";487
"1999";"StB 6 Leuben";"10 StB Leuben";"53 Jahre";359
"1999";"StB 6 Leuben";"10 StB Leuben";"54 Jahre";485
"1999";"StB 6 Leuben";"10 StB Leuben";"55 Jahre";703
"1999";"StB 6 Leuben";"10 StB Leuben";"56 Jahre";788
"1999";"StB 6 Leuben";"10 StB Leuben";"57 Jahre";695
"1999";"StB 6 Leuben";"10 StB Leuben";"58 Jahre";877
"1999";"StB 6 Leuben";"10 StB Leuben";"59 Jahre";852
"1999";"StB 6 Leuben";"10 StB Leuben";"60 Jahre";750
"1999";"StB 6 Leuben";"10 StB Leuben";"61 Jahre";667
"1999";"StB 6 Leuben";"10 StB Leuben";"62 Jahre";625
"1999";"StB 6 Leuben";"10 StB Leuben";"63 Jahre";548
"1999";"StB 6 Leuben";"10 StB Leuben";"64 Jahre";488
"1999";"StB 6 Leuben";"10 StB Leuben";"65 Jahre";493
"1999";"StB 6 Leuben";"10 StB Leuben";"66 Jahre";340
"1999";"StB 6 Leuben";"10 StB Leuben";"67 Jahre";308
"1999";"StB 6 Leuben";"10 StB Leuben";"68 Jahre";326
"1999";"StB 6 Leuben";"10 StB Leuben";"69 Jahre";404
"1999";"StB 6 Leuben";"10 StB Leuben";"70 Jahre";349
"1999";"StB 6 Leuben";"10 StB Leuben";"71 Jahre";362
"1999";"StB 6 Leuben";"10 StB Leuben";"72 Jahre";332
"1999";"StB 6 Leuben";"10 StB Leuben";"73 Jahre";293
"1999";"StB 6 Leuben";"10 StB Leuben";"74 Jahre";301
"1999";"StB 6 Leuben";"10 StB Leuben";"75 Jahre";268
"1999";"StB 6 Leuben";"10 StB Leuben";"76 Jahre";261
"1999";"StB 6 Leuben";"10 StB Leuben";"77 Jahre";289
"1999";"StB 6 Leuben";"10 StB Leuben";"78 Jahre";296
