"Jahr";"Quartal";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Geschlecht";"Staatsangehörigkeit-1 Deutsche / Ausländer";"Anzahl Einwohner"
"2007";"3. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";330
"2007";"3. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";5291
"2007";"3. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";200
"2007";"3. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";5207
"2007";"3. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";217
"2007";"3. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";26038
"2007";"3. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1435
"2007";"3. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26301
"2007";"3. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1537
"2007";"3. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";21467
"2007";"3. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1761
"2007";"3. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";19730
"2007";"3. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1826
"2007";"3. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52168
"2007";"3. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3829
"2007";"3. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46193
"2007";"3. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3130
"2007";"3. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";43574
"2007";"3. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1617
"2007";"3. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";45992
"2007";"3. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1001
"2007";"3. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";12535
"2007";"3. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";192
"2007";"3. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";14372
"2007";"3. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";151
"2007";"3. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";29106
"2007";"3. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";220
"2007";"3. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";34285
"2007";"3. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";227
"2007";"3. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";11842
"2007";"3. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";72
"2007";"3. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20377
"2007";"3. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";92
"2007";"3. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2567
"2007";"3. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";10
"2007";"3. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9253
"2007";"3. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";22
"2007";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7334
"2007";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";201
"2007";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";6937
"2007";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";206
"2007";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6247
"2007";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";195
"2007";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";6105
"2007";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";183
"2007";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";7454
"2007";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";290
"2007";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";7009
"2007";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";231
"2007";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";6574
"2007";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";342
"2007";"4. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";6322
"2007";"4. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";332
"2007";"4. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4991
"2007";"4. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";196
"2007";"4. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4877
"2007";"4. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";223
"2007";"4. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";26545
"2007";"4. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1497
"2007";"4. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26801
"2007";"4. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1681
"2007";"4. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";21651
"2007";"4. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1842
"2007";"4. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";19954
"2007";"4. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1866
"2007";"4. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52273
"2007";"4. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3871
"2007";"4. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46210
"2007";"4. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3165
"2007";"4. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";43911
"2007";"4. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1632
"2007";"4. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";46242
"2007";"4. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1016
"2007";"4. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";12321
"2007";"4. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";191
"2007";"4. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";14184
"2007";"4. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";161
"2007";"4. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";29307
"2007";"4. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";224
"2007";"4. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";34497
"2007";"4. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";238
"2007";"4. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";11938
"2007";"4. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";77
"2007";"4. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20266
"2007";"4. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";94
"2007";"4. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2606
"2007";"4. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";10
"2007";"4. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9370
"2007";"4. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";25
"2008";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7432
"2008";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";215
"2008";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";7119
"2008";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";207
"2008";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6484
"2008";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";189
"2008";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";6240
"2008";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";183
"2008";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";7607
"2008";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";284
"2008";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";7133
"2008";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";243
"2008";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";6709
"2008";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";347
"2008";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";6548
"2008";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";334
"2008";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4431
"2008";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";206
"2008";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4183
"2008";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";216
"2008";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";26014
"2008";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1355
"2008";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26351
"2008";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1545
"2008";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";21803
"2008";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1898
"2008";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";20254
"2008";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1909
"2008";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52570
"2008";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3872
"2008";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46227
"2008";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3277
"2008";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";44697
"2008";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1705
"2008";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";46902
"2008";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1055
"2008";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";11655
"2008";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";204
"2008";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";13458
"2008";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";179
"2008";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";29710
"2008";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";227
"2008";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";35092
"2008";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";241
"2008";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";12195
"2008";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";80
"2008";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20154
"2008";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";98
"2008";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2645
"2008";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";11
"2008";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9449
"2008";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";31
"2008";"3. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7540
"2008";"3. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";213
"2008";"3. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";7239
"2008";"3. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";208
"2008";"3. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6554
"2008";"3. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";188
"2008";"3. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";6280
"2008";"3. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";183
"2008";"3. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";7673
"2008";"3. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";273
"2008";"3. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";7217
"2008";"3. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";234
"2008";"3. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";6835
"2008";"3. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";352
"2008";"3. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";6685
"2008";"3. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";332
"2008";"3. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4191
"2008";"3. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";222
"2008";"3. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";3941
"2008";"3. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";214
"2008";"3. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";25902
"2008";"3. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1307
"2008";"3. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26527
"2008";"3. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1437
"2008";"3. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";21928
"2008";"3. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1902
"2008";"3. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";20317
"2008";"3. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1919
"2008";"3. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52560
"2008";"3. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3834
"2008";"3. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46277
"2008";"3. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3243
"2008";"3. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";44963
"2008";"3. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1717
"2008";"3. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47061
"2008";"3. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1064
"2008";"3. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";11418
"2008";"3. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";218
"2008";"3. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";13140
"2008";"3. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";183
"2008";"3. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";30052
"2008";"3. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";221
"2008";"3. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";35437
"2008";"3. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";241
"2008";"3. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";12328
"2008";"3. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";82
"2008";"3. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20169
"2008";"3. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";99
"2008";"3. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2686
"2008";"3. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";11
"2008";"3. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9481
"2008";"3. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";30
"2008";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7584
"2008";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";219
"2008";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";7343
"2008";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";210
"2008";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6585
"2008";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";178
"2008";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";6331
"2008";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";181
"2008";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";7729
"2008";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";269
"2008";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";7272
"2008";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";233
"2008";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";6973
"2008";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";348
"2008";"4. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";6840
"2008";"4. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";329
"2008";"4. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";3919
"2008";"4. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";221
"2008";"4. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";3721
"2008";"4. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";216
"2008";"4. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";26744
"2008";"4. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1388
"2008";"4. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26974
"2008";"4. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1528
"2008";"4. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";21993
"2008";"4. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1869
"2008";"4. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";20396
"2008";"4. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1871
"2008";"4. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52576
"2008";"4. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3759
"2008";"4. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46246
"2008";"4. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3209
"2008";"4. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";45183
"2008";"4. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1739
"2008";"4. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47276
"2008";"4. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1084
"2008";"4. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";11227
"2008";"4. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";232
"2008";"4. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";12888
"2008";"4. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";189
"2008";"4. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";30308
"2008";"4. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";223
"2008";"4. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";35740
"2008";"4. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";245
"2008";"4. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";12460
"2008";"4. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";79
"2008";"4. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20154
"2008";"4. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";99
"2008";"4. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2677
"2008";"4. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";13
"2008";"4. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9524
"2008";"4. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";34
"2009";"1. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7690
"2009";"1. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";209
"2009";"1. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";7421
"2009";"1. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";206
"2009";"1. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6596
"2009";"1. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";191
"2009";"1. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";6371
"2009";"1. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";184
"2009";"1. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";7785
"2009";"1. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";265
"2009";"1. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";7313
"2009";"1. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";226
"2009";"1. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";7140
"2009";"1. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";350
"2009";"1. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";6974
"2009";"1. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";317
"2009";"1. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";3796
"2009";"1. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";219
"2009";"1. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";3589
"2009";"1. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";215
"2009";"1. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";26265
"2009";"1. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1340
"2009";"1. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26691
"2009";"1. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1432
"2009";"1. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";22094
"2009";"1. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1776
"2009";"1. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";20495
"2009";"1. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1794
"2009";"1. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52631
"2009";"1. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3756
"2009";"1. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46183
"2009";"1. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3200
"2009";"1. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";45412
"2009";"1. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1750
"2009";"1. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47534
"2009";"1. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1094
"2009";"1. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";10869
"2009";"1. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";242
"2009";"1. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";12533
"2009";"1. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";197
"2009";"1. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";30574
"2009";"1. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";232
"2009";"1. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";36007
"2009";"1. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";244
"2009";"1. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";12642
"2009";"1. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";78
"2009";"1. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20213
"2009";"1. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";97
"2009";"1. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2658
"2009";"1. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";13
"2009";"1. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9420
"2009";"1. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";35
"2009";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7785
"2009";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";197
"2009";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";7460
"2009";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";219
"2009";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6666
"2009";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";203
"2009";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";6413
"2009";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";181
"2009";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";7846
"2009";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";260
"2009";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";7419
"2009";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";226
"2009";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";7284
"2009";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";347
"2009";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";7082
"2009";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";302
"2009";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";3698
"2009";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";219
"2009";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";3519
"2009";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";217
"2009";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";25811
"2009";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1296
"2009";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";26231
"2009";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1362
"2009";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";22108
"2009";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1651
"2009";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";20464
"2009";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1734
"2009";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52619
"2009";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3672
"2009";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";46205
"2009";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3193
"2009";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";45683
"2009";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1744
"2009";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47661
"2009";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1104
"2009";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";10716
"2009";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";246
"2009";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";12370
"2009";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";208
"2009";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";30504
"2009";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";234
"2009";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";36125
"2009";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";242
"2009";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";12962
"2009";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";77
"2009";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20383
"2009";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";101
"2009";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2678
"2009";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";14
"2009";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";9446
"2009";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";37
"2009";"3. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";7813
"2009";"3. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";179
"2009";"3. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";7450
"2009";"3. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";211
"2009";"3. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";6744
"2009";"3. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";202
