"Jahr";"Quartal";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Geschlecht";"Staatsangehörigkeit-1 Deutsche / Ausländer";"Anzahl Einwohner"
"2000";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";5512
"2000";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";195
"2000";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5235
"2000";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";148
"2000";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";4162
"2000";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";162
"2000";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";3994
"2000";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";153
"2000";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";5626
"2000";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";241
"2000";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";5375
"2000";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";196
"2000";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";13538
"2000";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";191
"2000";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";12757
"2000";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";203
"2000";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8615
"2000";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";120
"2000";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";8296
"2000";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";88
"2000";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";21926
"2000";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1073
"2000";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";21305
"2000";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";907
"2000";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";15617
"2000";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1402
"2000";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";14387
"2000";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";899
"2000";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52257
"2000";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3488
"2000";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48635
"2000";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";1570
"2000";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";43945
"2000";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1011
"2000";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47817
"2000";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";498
"2000";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";16895
"2000";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";127
"2000";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";18802
"2000";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";89
"2000";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";20079
"2000";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";101
"2000";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";25937
"2000";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";98
"2000";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";7260
"2000";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";31
"2000";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";18468
"2000";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";41
"2000";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2392
"2000";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";9
"2000";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";8923
"2000";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";10
"2000";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";5681
"2000";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";190
"2000";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5390
"2000";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";144
"2000";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";4392
"2000";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";178
"2000";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";4289
"2000";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";159
"2000";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";5087
"2000";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";242
"2000";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";4812
"2000";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";221
"2000";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";13113
"2000";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";190
"2000";"4. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";12429
"2000";"4. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";201
"2000";"4. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8586
"2000";"4. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";137
"2000";"4. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";8115
"2000";"4. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";95
"2000";"4. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";22820
"2000";"4. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1122
"2000";"4. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";22453
"2000";"4. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1032
"2000";"4. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";15615
"2000";"4. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1352
"2000";"4. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";14337
"2000";"4. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";963
"2000";"4. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52221
"2000";"4. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3441
"2000";"4. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48442
"2000";"4. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";1644
"2000";"4. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";43341
"2000";"4. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1006
"2000";"4. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47103
"2000";"4. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";519
"2000";"4. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";17177
"2000";"4. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";124
"2000";"4. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";19118
"2000";"4. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";98
"2000";"4. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";20759
"2000";"4. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";104
"2000";"4. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";26284
"2000";"4. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";102
"2000";"4. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";7509
"2000";"4. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";31
"2000";"4. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";18818
"2000";"4. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";48
"2000";"4. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2302
"2000";"4. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";7
"2000";"4. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";8798
"2000";"4. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";9
"2001";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";5982
"2001";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";190
"2001";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5513
"2001";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";144
"2001";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";4590
"2001";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";181
"2001";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";4428
"2001";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";157
"2001";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";4896
"2001";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";250
"2001";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";4641
"2001";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";227
"2001";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";12434
"2001";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";200
"2001";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";11852
"2001";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";194
"2001";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8572
"2001";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";132
"2001";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";8004
"2001";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";100
"2001";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";22723
"2001";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1137
"2001";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";22524
"2001";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1024
"2001";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";15469
"2001";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1359
"2001";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";14218
"2001";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1001
"2001";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52497
"2001";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3450
"2001";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48424
"2001";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";1750
"2001";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";42854
"2001";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1051
"2001";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";46544
"2001";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";562
"2001";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";17294
"2001";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";119
"2001";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";19344
"2001";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";105
"2001";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";21402
"2001";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";116
"2001";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";26542
"2001";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";103
"2001";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";7769
"2001";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";33
"2001";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";19317
"2001";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";51
"2001";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2250
"2001";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";7
"2001";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";8560
"2001";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";12
"2001";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";5993
"2001";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";188
"2001";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5537
"2001";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";158
"2001";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";4781
"2001";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";196
"2001";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";4636
"2001";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";152
"2001";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";4825
"2001";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";250
"2001";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";4594
"2001";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";246
"2001";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";11728
"2001";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";214
"2001";"4. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";11266
"2001";"4. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";209
"2001";"4. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8460
"2001";"4. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";136
"2001";"4. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";7808
"2001";"4. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";116
"2001";"4. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";23069
"2001";"4. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1337
"2001";"4. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";23145
"2001";"4. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1235
"2001";"4. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";15318
"2001";"4. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1426
"2001";"4. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";14156
"2001";"4. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1098
"2001";"4. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52525
"2001";"4. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3457
"2001";"4. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48298
"2001";"4. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";1837
"2001";"4. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";42028
"2001";"4. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1062
"2001";"4. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";45621
"2001";"4. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";569
"2001";"4. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";17660
"2001";"4. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";116
"2001";"4. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";19791
"2001";"4. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";109
"2001";"4. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";21964
"2001";"4. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";123
"2001";"4. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";26949
"2001";"4. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";117
"2001";"4. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";8047
"2001";"4. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";35
"2001";"4. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";19677
"2001";"4. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";54
"2001";"4. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2208
"2001";"4. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";5
"2001";"4. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";8378
"2001";"4. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";14
"2002";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";6100
"2002";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";176
"2002";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5616
"2002";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";167
"2002";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";4974
"2002";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";216
"2002";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";4815
"2002";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";164
"2002";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";4814
"2002";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";243
"2002";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";4615
"2002";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";228
"2002";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";10939
"2002";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";251
"2002";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";10462
"2002";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";227
"2002";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8414
"2002";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";166
"2002";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";7911
"2002";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";119
"2002";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";22774
"2002";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1348
"2002";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";22814
"2002";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1303
"2002";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";15441
"2002";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1554
"2002";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";14246
"2002";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1191
"2002";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52726
"2002";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3601
"2002";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48288
"2002";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";1975
"2002";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";41644
"2002";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1119
"2002";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";45188
"2002";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";610
"2002";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";17614
"2002";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";116
"2002";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";19671
"2002";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";105
"2002";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";22595
"2002";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";129
"2002";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";27470
"2002";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";128
"2002";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";8406
"2002";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";35
"2002";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20103
"2002";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";62
"2002";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2102
"2002";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";4
"2002";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";8114
"2002";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";14
"2002";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";6095
"2002";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";164
"2002";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5759
"2002";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";168
"2002";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";5130
"2002";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";226
"2002";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";4977
"2002";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";163
"2002";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";5010
"2002";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";262
"2002";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";4778
"2002";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";255
"2002";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";10146
"2002";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";270
"2002";"4. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";9648
"2002";"4. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";251
"2002";"4. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8381
"2002";"4. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";166
"2002";"4. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";7897
"2002";"4. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";136
"2002";"4. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";22961
"2002";"4. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1551
"2002";"4. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";23114
"2002";"4. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1438
"2002";"4. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";15873
"2002";"4. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1633
"2002";"4. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";14737
"2002";"4. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1317
"2002";"4. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52630
"2002";"4. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3655
"2002";"4. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47920
"2002";"4. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";2110
"2002";"4. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";41349
"2002";"4. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1188
"2002";"4. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";44779
"2002";"4. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";641
"2002";"4. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";17493
"2002";"4. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";120
"2002";"4. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";19669
"2002";"4. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";106
"2002";"4. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";23231
"2002";"4. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";134
"2002";"4. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";27930
"2002";"4. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";137
"2002";"4. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";8720
"2002";"4. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";36
"2002";"4. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";20490
"2002";"4. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";63
"2002";"4. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";2005
"2002";"4. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";3
"2002";"4. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";7800
"2002";"4. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";15
"2003";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";6081
"2003";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";183
"2003";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";5824
"2003";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";165
"2003";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";5355
"2003";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";233
"2003";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";5166
"2003";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";168
"2003";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";5112
"2003";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";250
"2003";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";4967
"2003";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";248
"2003";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9385
"2003";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";283
"2003";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";8894
"2003";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";276
"2003";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";8285
"2003";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";167
"2003";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";7818
"2003";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";143
"2003";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";22762
"2003";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1549
"2003";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";22850
"2003";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1404
"2003";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";16342
"2003";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1691
"2003";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";15285
"2003";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1404
"2003";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";52473
"2003";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";3725
"2003";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47738
"2003";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";2224
"2003";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";41159
"2003";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";1236
"2003";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";44304
"2003";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";676
"2003";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";17401
"2003";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";120
"2003";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";19543
"2003";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";109
"2003";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";23764
"2003";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";149
"2003";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";28420
